track type=wiggle_0 name="Cons 100 Verts" description="100 vertebrates Basewise Conservation by PhyloP"
#	output date: 2026-03-04 19:14:49 UTC
#	chrom specified: chrM
#	position specified: 1-16569
#	This data has been compressed with a minor loss in resolution.
#	(Worst case: 0.231492)  The original source data
#	(before querying and compression) is available at 
#		http://hgdownload.soe.ucsc.edu/downloads.html
variableStep chrom=chrM span=1
1	0.109654
2	0.109654
3	0.109654
4	0.109654
5	0.109654
6	0.109654
7	-1.15547
8	0.109654
9	0.109654
10	0.109654
11	0.109654
12	0.109654
13	-1.3362
14	0.109654
15	0.109654
16	0.109654
17	0.109654
18	0.109654
19	0.109654
20	0.109654
21	0.109654
22	0.109654
23	0.109654
24	0.109654
25	0.109654
26	0.109654
27	0.109654
28	0.109654
29	-1.3362
30	0.109654
31	0.109654
32	0.109654
33	0.109654
34	-1.3362
35	0.109654
36	0.109654
37	0.109654
38	0.109654
39	-1.3362
40	0.471118
41	-1.51694
42	0.471118
43	0.471118
44	0.471118
45	0.65185
46	0.471118
47	-0.251811
48	-0.251811
49	0.65185
50	0.471118
51	-0.432543
52	0.471118
53	0.65185
54	-0.432543
55	0.471118
56	0.65185
57	0.471118
58	0.109654
59	0.109654
60	0.109654
61	-1.15547
62	-0.97474
63	0.471118
64	-0.432543
65	0.471118
66	-0.0710787
67	-0.0710787
68	-1.51694
69	-1.51694
70	0.832583
71	1.01331
72	-0.251811
73	-1.3362
74	-0.0710787
75	1.01331
76	-0.251811
77	1.01331
78	-0.0710787
79	-0.0710787
80	-0.0710787
81	-1.69767
82	-0.0710787
83	-1.8784
84	-2.05913
85	-1.69767
86	0.832583
87	1.01331
88	-0.0710787
89	-1.69767
90	-0.432543
91	-0.432543
92	-1.3362
93	-0.794008
94	-0.97474
95	-0.0710787
96	-1.51694
97	-0.0710787
98	-0.613276
99	-0.0710787
100	0.109654
101	-1.3362
102	-1.8784
103	-1.69767
104	-0.251811
105	0.832583
106	-0.0710787
107	-0.0710787
108	-0.0710787
109	-0.0710787
110	-0.251811
111	1.01331
112	-0.613276
113	0.832583
114	-0.0710787
115	-1.15547
116	0.109654
117	-0.432543
118	-1.69767
119	-1.51694
120	-0.251811
121	-0.613276
122	-1.8784
123	-1.8784
124	-0.0710787
125	-0.794008
126	-1.69767
127	-1.15547
128	0.832583
129	-0.0710787
130	1.01331
131	-0.0710787
132	0.832583
133	0.832583
134	-0.613276
135	-0.0710787
136	-0.0710787
137	-0.0710787
138	1.01331
139	-0.613276
140	-0.0710787
141	0.832583
142	-0.251811
143	-0.613276
144	-1.8784
145	-0.613276
146	-2.23987
147	0.832583
148	0.832583
149	-0.0710787
150	-4.04719
151	-1.51694
152	-1.8784
153	-1.8784
154	0.109654
155	-1.51694
156	-1.69767
157	-0.97474
158	0.109654
159	-3.32426
160	0.109654
161	-0.794008
162	-0.251811
163	0.109654
164	-1.3362
165	1.37478
166	0.109654
167	-0.613276
168	-0.0710787
169	-0.432543
170	-0.794008
171	-0.794008
172	-0.251811
173	0.109654
174	-0.251811
175	-0.0710787
176	-0.794008
177	0.290386
178	-0.0710787
179	-1.51694
180	-0.251811
181	-0.251811
182	-2.05913
183	-0.251811
184	-1.69767
185	-0.794008
186	0.65185
187	-0.251811
188	-0.432543
189	-0.251811
190	0.109654
191	-1.3362
192	0.290386
193	-0.97474
194	-2.23987
195	0.109654
196	-0.251811
197	1.37478
198	-2.4206
199	-0.97474
200	1.01331
201	0.109654
202	-0.432543
203	-0.251811
204	1.19405
205	0.109654
206	0.109654
207	-0.0710787
208	-0.794008
209	1.55551
210	1.91698
211	-0.794008
212	1.55551
213	0.109654
214	0.109654
215	0.832583
216	0.65185
217	-0.794008
218	0.65185
219	1.91698
220	1.73624
221	0.290386
222	-1.69767
223	1.73624
224	-2.23987
225	-0.0710787
226	-0.251811
227	-0.794008
228	-0.432543
229	0.832583
230	1.91698
231	-0.0710787
232	0.290386
233	1.73624
234	0.109654
235	-0.0710787
236	0.109654
237	0.65185
238	-0.251811
239	0.65185
240	-0.251811
241	-0.0710787
242	-2.05913
243	-3.86646
244	-0.251811
245	-1.15547
246	-1.3362
247	0.471118
248	0.471118
249	0.471118
250	0.471118
251	-0.251811
252	0.471118
253	-0.613276
254	-1.3362
255	-0.251811
256	-0.432543
257	0.471118
258	-0.432543
259	0.65185
260	-0.432543
261	-0.432543
262	-1.51694
263	0.109654
264	0.471118
265	-0.432543
266	-0.251811
267	-0.97474
268	-0.97474
269	-0.251811
270	1.91698
271	-0.0710787
272	0.65185
273	0.65185
274	-0.0710787
275	-1.51694
276	-0.251811
277	-3.14353
278	-0.794008
279	-1.3362
280	-0.0710787
281	-0.251811
282	-0.251811
283	0.832583
284	-0.0710787
285	0.290386
286	-0.794008
287	0.109654
288	-0.432543
289	-0.794008
290	-1.69767
291	0.109654
292	-0.0710787
293	-1.15547
294	0.109654
295	-2.9628
296	-1.3362
297	-0.0710787
298	-1.3362
299	-0.613276
300	0.471118
301	0.290386
302	0.109654
303	-0.794008
304	-0.432543
305	0.832583
306	0.290386
307	1.91698
308	-0.432543
309	-0.613276
310	-0.0710787
311	1.19405
312	1.19405
313	0.109654
314	1.73624
315	0.65185
316	-3.32426
317	-0.432543
318	-1.51694
319	-0.251811
320	-0.613276
321	-2.9628
322	-1.69767
323	-3.32426
324	-0.794008
325	-0.0710787
326	-3.14353
327	-0.794008
328	-0.0710787
329	-0.0710787
330	-3.50499
331	0.290386
332	0.832583
333	-3.32426
334	-0.0710787
335	-0.251811
336	1.37478
337	-1.15547
338	0.109654
339	-0.97474
340	-0.251811
341	0.109654
342	-0.613276
343	-0.432543
344	-1.8784
345	-1.3362
346	-0.432543
347	0.109654
348	-0.432543
349	0.109654
350	0.290386
351	1.01331
352	1.01331
353	1.19405
354	1.19405
355	1.19405
356	1.19405
357	1.37478
358	1.37478
359	2.27844
360	-0.613276
361	-0.432543
362	1.19405
363	-0.0710787
364	-0.0710787
365	0.109654
366	-0.432543
367	-0.0710787
368	-2.4206
369	-1.3362
370	-0.97474
371	-0.0710787
372	-1.51694
373	0.109654
374	-1.3362
375	-0.97474
376	0.109654
377	-1.15547
378	-0.0710787
379	0.65185
380	-1.15547
381	-1.15547
382	-0.0710787
383	-1.8784
384	-0.432543
385	1.73624
386	-2.05913
387	-1.3362
388	-0.613276
389	0.471118
390	1.37478
391	-1.51694
392	0.109654
393	-1.3362
394	-1.51694
395	-0.432543
396	-0.97474
397	0.65185
398	0.109654
399	0.109654
400	0.109654
401	0.109654
402	-0.613276
403	1.01331
404	-1.3362
405	-0.794008
406	0.109654
407	-2.05913
408	-0.794008
409	-0.613276
410	-1.51694
411	-1.51694
412	-0.432543
413	-2.05913
414	-0.0710787
415	-2.60133
416	-1.51694
417	-0.794008
418	1.55551
419	-2.4206
420	-1.3362
421	-0.0710787
422	-0.432543
423	-1.8784
424	-2.60133
425	-1.8784
426	-0.613276
427	-0.613276
428	-1.69767
429	0.109654
430	-1.3362
431	-0.794008
432	1.55551
433	-1.15547
434	-1.8784
435	-0.97474
436	-0.794008
437	-0.0710787
438	-1.15547
439	1.73624
440	-0.251811
441	-0.0710787
442	0.471118
443	1.73624
444	-0.251811
445	-2.9628
446	-0.794008
447	-1.15547
448	1.73624
449	-2.78206
450	-0.0710787
451	-0.97474
452	-0.613276
453	-0.432543
454	0.65185
455	0.109654
456	-0.251811
457	-1.8784
458	0.109654
459	-1.51694
460	-0.251811
461	-0.0710787
462	-0.97474
463	-0.0710787
464	-0.0710787
465	-0.97474
466	0.832583
467	-0.97474
468	-0.0710787
469	-0.251811
470	0.109654
471	-0.794008
472	1.01331
473	-0.794008
474	-0.0710787
